date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:24:27	50564/50564	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:38%20GMT	https://cubarentacaronline.com/en/cars?ctg=van-jeep	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/cars42eb.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:28	18412/18412	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:38%20GMT	https://cubarentacaronline.com/en/contact	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/contact.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:28	18909/18909	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:38%20GMT	https://cubarentacaronline.com/en/about-us	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/about-us.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:28	16817/16817	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:39%20GMT	https://cubarentacaronline.com/en/rental-details	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/rental-details.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:29	17511/17511	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:39%20GMT	https://cubarentacaronline.com/en/sign-in	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/sign-in.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:29	43737/43737	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:40%20GMT	https://cubarentacaronline.com/en/sign-up	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/sign-up.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:31	611622/611622	---M--	200	added ('OK')	image/jpeg	etag:%2266d84075-95526%22	https://static.cubarentacaronline.com/img/home-carousel-1_EN.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/home-carousel-1_EN.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:31	535275/535275	---M--	200	added ('OK')	image/jpeg	etag:%2266d73040-82aeb%22	https://static.cubarentacaronline.com/img/home-carousel-2_EN.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/home-carousel-2_EN.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:32	79632/79632	---M--	200	added ('OK')	image/jpeg	etag:%226384e75e-13710%22	https://static.cubarentacaronline.com/img/about-2.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/about-2.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:32	334857/334857	---M--	200	added ('OK')	image/jpeg	etag:%226384e422-51c09%22	https://static.cubarentacaronline.com/img/about-1.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/about-1.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:33	76179/76179	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:43%20GMT	https://cubarentacaronline.com/en/car-details?cmd=mg-3	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/car-details583d.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:35	126559/126559	---M--	200	added ('OK')	image/jpeg	etag:%2265a9ab39-1ee5f%22	https://cdn.cegstravel.es/global/img/cars/mg-3/A51BBDC8.jpg	C:/My%20Web%20Sites/rentadeautoscuba/cdn.cegstravel.es/global/img/cars/mg-3/A51BBDC8.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:36	76251/76251	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:46%20GMT	https://cubarentacaronline.com/en/car-details?cmd=hyundai-i10	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/car-details0580.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:36	47820/47820	---M--	200	added ('OK')	image/jpeg	etag:%2265a9ab38-bacc%22	https://cdn.cegstravel.es/global/img/cars/hyundai-i10/CD68CCD8.jpg	C:/My%20Web%20Sites/rentadeautoscuba/cdn.cegstravel.es/global/img/cars/hyundai-i10/CD68CCD8.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:37	76540/76540	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:47%20GMT	https://cubarentacaronline.com/en/car-details?cmd=dongfeng-aeolus-yixuan-manual	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/car-details4412.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:37	44359/44359	---M--	200	added ('OK')	image/jpeg	etag:%2266b33cc8-ad47%22	https://cdn.cegstravel.es/global/img/cars/dongfeng-aeolus-yixuan-manual/ACDE0D68.jpg	C:/My%20Web%20Sites/rentadeautoscuba/cdn.cegstravel.es/global/img/cars/dongfeng-aeolus-yixuan-manual/ACDE0D68.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:38	17396/17396	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:49%20GMT	https://cubarentacaronline.com/cars/get_min_rental_days	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/cars/get_min_rental_days.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:38	123925/123925	---M--	200	added ('OK')	image/jpeg	etag:%226384ec9e-1e415%22	https://static.cubarentacaronline.com/img/about-3.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/about-3.jpg	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:39	51034/51034	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:49%20GMT	https://cubarentacaronline.com/en/terms-conditions	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/terms-conditions.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:39	23288/23288	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:50%20GMT	https://cubarentacaronline.com/en/answered-questions	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/answered-questions.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:39	27798/27798	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:50%20GMT	https://cubarentacaronline.com/en/privacy-policy	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/en/privacy-policy.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:40	89501/89501	---M--	200	added ('OK')	application/javascript	etag:%2261b9625c-15d9d%22	https://static.cubarentacaronline.com/js/jquery.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/js/jquery.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:41	79790/79790	---M--	200	added ('OK')	application/javascript	etag:%2262d6d05a-137ae%22	https://static.cubarentacaronline.com/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/js/bootstrap.bundle.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:41	8156/8156	---M--	200	added ('OK')	application/javascript	etag:%226280d34c-1fdc%22	https://static.cubarentacaronline.com/lib/wow/wow.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/wow/wow.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:41	57670/57670	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:52%20GMT	https://cubarentacaronline.com/	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/index.html	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:41	2302/2302	---M--	200	added ('OK')	application/javascript	etag:%226280d34c-8fe%22	https://static.cubarentacaronline.com/lib/easing/easing.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/easing/easing.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:41	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%226280d34c-2344%22	https://static.cubarentacaronline.com/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/waypoints/waypoints.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:42	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%226280d34c-a70e%22	https://static.cubarentacaronline.com/lib/owlcarousel/owl.carousel.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/owlcarousel/owl.carousel.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:42	21810/21810	---M--	200	added ('OK')	application/javascript	etag:%2262a74806-5532%22	https://static.cubarentacaronline.com/lib/datetime-picker-component/js/date-time-picker-component.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/datetime-picker-component/js/date-time-picker-component.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:43	58378/58378	---M--	200	added ('OK')	application/javascript	etag:%226260995a-e40a%22	https://static.cubarentacaronline.com/lib/bootstrap-select/js/bootstrap-select.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/bootstrap-select/js/bootstrap-select.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:43	924/924	---M--	200	added ('OK')	application/javascript	etag:%226260995a-39c%22	https://static.cubarentacaronline.com/lib/bootstrap-select/js/i18n/defaults-en_US.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/bootstrap-select/js/i18n/defaults-en_US.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:43	50679/50679	---M--	200	added ('OK')	application/javascript	etag:%2267449404-c5f7%22	https://static.cubarentacaronline.com/lib/flatpickr/flatpickr.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/flatpickr/flatpickr.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:43	2235/2235	---M--	200	added ('OK')	application/javascript	etag:%2267449474-8bb%22	https://static.cubarentacaronline.com/lib/flatpickr/l10n/default.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/flatpickr/l10n/default.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:44	100312/100312	---M--	200	added ('OK')	application/javascript	etag:%2262d87f3a-187d8%22	https://static.cubarentacaronline.com/lib/inputmask/jquery.inputmask.min.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/inputmask/jquery.inputmask.min.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:44	23787/23787	---M--	200	added ('OK')	application/javascript	etag:%226759d310-5ceb%22	https://static.cubarentacaronline.com/js/main.js	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/js/main.js	(from https://cubarentacaronline.com/?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
00:24:44	102380/102380	---M--	200	added ('OK')	font/woff2	etag:%22628e673a-18fec%22	https://static.cubarentacaronline.com/lib/bootstrap-icons/fonts/bootstrap-icons.woff2?08efbba7c53d8c5413793eecb19b20bb	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/bootstrap-icons/fonts/bootstrap-iconse8a7.woff2	(from https://static.cubarentacaronline.com/lib/bootstrap-icons/bootstrap-icons.css)
00:24:45	4976/4976	---M--	200	added ('OK')	image/png	etag:%226280d34c-1370%22	https://static.cubarentacaronline.com/lib/owlcarousel/assets/owl.video.play.png	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/owlcarousel/assets/owl.video.play.png	(from https://static.cubarentacaronline.com/lib/owlcarousel/assets/owl.carousel.min.css)
00:24:45	137216/137216	---M--	200	added ('OK')	font/woff	etag:%22628e673a-21800%22	https://static.cubarentacaronline.com/lib/bootstrap-icons/fonts/bootstrap-icons.woff?08efbba7c53d8c5413793eecb19b20bb	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/lib/bootstrap-icons/fonts/bootstrap-iconse8a7.woff	(from https://static.cubarentacaronline.com/lib/bootstrap-icons/bootstrap-icons.css)
00:24:46	777333/777333	---M--	200	added ('OK')	image/jpeg	etag:%2262aa29a2-bdc75%22	https://static.cubarentacaronline.com/img/carousel-1.jpg	C:/My%20Web%20Sites/rentadeautoscuba/static.cubarentacaronline.com/img/carousel-1.jpg	(from https://static.cubarentacaronline.com/css/style.css)
00:24:46	58235/58235	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Dec%202024%2005:24:57%20GMT	https://cubarentacaronline.com/en?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE	C:/My%20Web%20Sites/rentadeautoscuba/cubarentacaronline.com/ene2f0.html	(from https://cubarentacaronline.com/es?gad_source=1&gclid=EAIaIQobChMI_JKv1IOpigMV1aqDBx1C1zbvEAAYASAAEgL6EvD_BwE)
